Dataset_sequence_ID,Suborders,Families,Species.name,Genus,Species,Forest,Savanna,Dessert,Urban,Cave,Wetlands,Habitat.source,Population.status,Conservation.status,Extinction.risk,Geopolotical.endemism,Biogeographic.breadth,Feeding groups,Trophic level,Feeding.group.source,Island.endemism,Current.range,Natural.range,Geographical.range.source,Body.mass,Body.mass.source,Generation.length,Generation.lenght.source,Mining & quarrying,Sacred activities,Tourism and caving activities,Guano extraction,Vandalism,Nest harvesting,Bushmeat hunting & medicine,Intensional killings/Misguided killings,Gating,Scientific research,Agriculture,Urbanisation,Deforestation,Pollution,Road Kills,Diseases and parasitism,"Invasive species, predation",Fire,Drought,Heatwaves,Extreme cold,Storm,Threat.source
Dataset_1_517,Yangochiroptera,Mormoopidae,Pteronotus gymnonotus,Pteronotus,gymnonotus,1,1,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,479,479,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",14.4,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1888.065371,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_518,Yangochiroptera,Mormoopidae,Pteronotus macleayii,Pteronotus,macleayii,0,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,36,36,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",5.4,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1888.065371,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_519,Yangochiroptera,Mormoopidae,Pteronotus mesoamericanus,Pteronotus,mesoamericanus,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,90,90,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",15.1,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1888.065371,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_520,Yangochiroptera,Mormoopidae,Pteronotus paraguanensis ,Pteronotus,paraguanensis ,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Decreasing,Endangered,Threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,2,2,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",13.9,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1888.065371,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_521,Yangochiroptera,Mormoopidae,Pteronotus parnellii,Pteronotus,parnellii,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,57,57,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",19.7,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1888.065371,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_522,Yangochiroptera,Mormoopidae,Pteronotus personatus,Pteronotus,personatus,1,1,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,712,712,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",8.7,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2070.531028,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_523,Yangochiroptera,Mormoopidae,Pteronotus quadridens,Pteronotus,quadridens,0,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,57,57,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",5.2,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2070.531028,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_524,Yangochiroptera,Mormoopidae,Pteronotus rubiginosus,Pteronotus,rubiginosus,1,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,572,572,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",16.4,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1888.065371,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_525,Yinpterochiroptera,Pteropodidae,Pteropus admiralitatum,Pteropus,admiralitatum,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Endemic,Oceania,Frugivore,Herbivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,56,56,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",299,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2945.918407,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_526,Yinpterochiroptera,Pteropodidae,Pteropus rayneri,Pteropus,rayneri,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Decreasing,Near Threatened,Non threatened,Endemic,Oceania,Frugivore,Herbivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,24,24,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",724,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2945.918407,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_527,Yinpterochiroptera,Pteropodidae,Pteropus vetulus,Pteropus,vetulus,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Decreasing,Near Threatened,Non threatened,Endemic,Oceania,Frugivore,Herbivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,11,11,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",148,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2945.918407,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_528,Yangochiroptera,Phyllostomidae,Pygoderma bilabiatum,Pygoderma,bilabiatum,1,1,0,0,1,1,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,389,389,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",18.5,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2064.27635,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_529,Yinpterochiroptera,Rhinolophidae,Rhinolophus acuminatus,Rhinolophus,acuminatus,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Indomalayan,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,220,220,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",12.1,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2726.53565,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_530,Yinpterochiroptera,Rhinolophidae,Rhinolophus adami ,Rhinolophus,adami ,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Data Deficient,Data Deficient,Endemic,Afrotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,1,1,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",5.8,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2726.53565,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_531,Yinpterochiroptera,Rhinolophidae,Rhinolophus affinis,Rhinolophus,affinis,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Indomalayan,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,805,805,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",13.6,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2726.53565,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_532,Yinpterochiroptera,Rhinolophidae,Rhinolophus alcyone ,Rhinolophus,alcyone ,1,1,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Afrotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,391,391,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",18.8,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2726.53565,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_533,Yinpterochiroptera,Rhinolophidae,Rhinolophus arcuatus,Rhinolophus,arcuatus,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Indomalayan,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,118,118,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",8.8,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2937.38135,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_534,Yinpterochiroptera,Rhinolophidae,Rhinolophus beddomei,Rhinolophus,beddomei,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Endemic,Indomalayan,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,51,51,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",14.5,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2726.53565,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
